gene_name,gene_id_x,transcript_id,biotype,gene_id_y,exon_coverage,CDS_coverage
SLC30A4,ENSG00000104154,ENST00000261867,transcript,ENSG00000104154,26.33962797,55.96955394
ARL15,ENSG00000185305,ENST00000504924,transcript,ENSG00000185305,26.34103827,36.30980319
RNF126,ENSG00000070423,ENST00000292363,transcript,ENSG00000070423,26.35717809,28.70434094
TMEM212,ENSG00000186329,ENST00000334567,transcript,ENSG00000186329,26.37825537,29.56044865
DOK6,ENSG00000206052,ENST00000382713,transcript,ENSG00000206052,26.38725708,51.06782645
FAM220A,ENSG00000178397,ENST00000313324,transcript,ENSG00000178397,26.38853184,51.94552677
RGS13,ENSG00000127074,ENST00000391995,transcript,ENSG00000127074,26.39010376,53.43119954
HOXD11,ENSG00000128713,ENST00000249504,transcript,ENSG00000128713,26.40074601,51.46271066
FAM47E,ENSG00000272414,ENST00000515604,transcript,ENSG00000272414,26.41659176,29.70809947
PPIL1,ENSG00000137168,ENST00000373699,transcript,ENSG00000137168,26.42946755,61.42597789
FAM20C,ENSG00000177706,ENST00000313766,transcript,ENSG00000177706,26.4451183,35.98152888
ZNF844,ENSG00000223547,ENST00000439326,transcript,ENSG00000223547,26.45155171,35.78343251
TMEM108,ENSG00000144868,ENST00000321871,transcript,ENSG00000144868,26.45678425,62.97194364
FOXF2,ENSG00000137273,ENST00000259806,transcript,ENSG00000137273,26.46460806,64.6166347
FAM120AOS,ENSG00000188938,ENST00000375412,transcript,ENSG00000188938,26.47172189,51.91024164
ZBTB18,ENSG00000179456,ENST00000358704,transcript,ENSG00000179456,26.47780236,66.90084742
TRIM72,ENSG00000177238,ENST00000322122,transcript,ENSG00000177238,26.48607435,47.56440232
MEIOB,ENSG00000162039,ENST00000412554,transcript,ENSG00000162039,26.49429196,32.21370355
GATA5,ENSG00000130700,ENST00000252997,transcript,ENSG00000130700,26.5056493,36.29682195
HOXB13,ENSG00000159184,ENST00000290295,transcript,ENSG00000159184,26.50599681,84.44847236
PIH1D3,ENSG00000080572,ENST00000535523,transcript,ENSG00000080572,26.51777518,37.16031202
CORT,ENSG00000241563,ENST00000377049,transcript,ENSG00000241563,26.52040987,36.12621193
LIN28B,ENSG00000187772,ENST00000345080,transcript,ENSG00000187772,26.54326262,57.24507185
SLFN11,ENSG00000172716,ENST00000394566,transcript,ENSG00000172716,26.55414971,69.24068493
ZNF451,ENSG00000112200,ENST00000370706,transcript,ENSG00000112200,26.55512797,43.43040656
HAGHL,ENSG00000103253,ENST00000389703,transcript,ENSG00000103253,26.55961522,29.30713264
DEFA4,ENSG00000164821,ENST00000297435,transcript,ENSG00000164821,26.56632373,57.85344469
TICAM1,ENSG00000127666,ENST00000248244,transcript,ENSG00000127666,26.57348046,62.86084878
RASD2,ENSG00000100302,ENST00000216127,transcript,ENSG00000100302,26.58572305,70.62638781
GIMAP7,ENSG00000179144,ENST00000313543,transcript,ENSG00000179144,26.5928757,64.31851444
ZNF747,ENSG00000169955,ENST00000252799,transcript,ENSG00000169955,26.59508179,43.33640907
MACROD1,ENSG00000133315,ENST00000255681,transcript,ENSG00000133315,26.59720893,41.65927128
PRKCDBP,ENSG00000170955,ENST00000303927,transcript,ENSG00000170955,26.60250692,31.14445003
CREG1,ENSG00000143162,ENST00000370509,transcript,ENSG00000143162,26.60722967,38.51848156
LCE3D,ENSG00000163202,ENST00000368787,transcript,ENSG00000163202,26.60813518,91.43473913
CCDC181,ENSG00000117477,ENST00000545005,transcript,ENSG00000117477,26.61333201,50.39278021
ESPNL,ENSG00000144488,ENST00000343063,transcript,ENSG00000144488,26.63463187,33.35652249
LRRTM1,ENSG00000162951,ENST00000295057,transcript,ENSG00000162951,26.63670022,70.51390989
SSTR2,ENSG00000180616,ENST00000357585,transcript,ENSG00000180616,26.64387321,65.60199123
GFOD2,ENSG00000141098,ENST00000268797,transcript,ENSG00000141098,26.64533805,72.98190546
KIAA2022,ENSG00000050030,ENST00000055682,transcript,ENSG00000050030,26.65825192,49.49661468
IL11,ENSG00000095752,ENST00000264563,transcript,ENSG00000095752,26.6641249,29.8662285
UNKL,ENSG00000059145,ENST00000389221,transcript,ENSG00000059145,26.67563335,31.00058559
IPMK,ENSG00000151151,ENST00000373935,transcript,ENSG00000151151,26.68038357,51.07211082
DEFB104A,ENSG00000176782,ENST00000314265,transcript,ENSG00000176782,26.68540321,30.22889011
SORD,ENSG00000140263,ENST00000267814,transcript,ENSG00000140263,26.68683083,37.57062532
C17orf50,ENSG00000154768,ENST00000285023,transcript,ENSG00000154768,26.69344653,30.7136158
IGSF23,ENSG00000216588,ENST00000402988,transcript,ENSG00000216588,26.69667628,35.27708637
SIX3,ENSG00000138083,ENST00000260653,transcript,ENSG00000138083,26.69820638,56.04526742
FAHD1,ENSG00000180185,ENST00000382666,transcript,ENSG00000180185,26.69961936,42.34644201
IGF2,ENSG00000167244,ENST00000434045,transcript,ENSG00000167244,26.7009412,39.90240963
IMMP2L,ENSG00000184903,ENST00000405709,transcript,ENSG00000184903,26.70898002,49.85548553
GOLGA8S,ENSG00000261739,ENST00000562295,transcript,ENSG00000261739,26.70947651,25.97389718
RRP7A,ENSG00000189306,ENST00000323013,transcript,ENSG00000189306,26.71140689,41.96324895
AL133481.1,ENSG00000235705,ENST00000538322,transcript,ENSG00000235705,26.71344151,52.05000085
AC007431.1,ENSG00000166329,ENST00000299415,transcript,ENSG00000166329,26.71851803,45.35918083
ZNF670,ENSG00000135747,ENST00000366503,transcript,ENSG00000135747,26.72212568,47.37957169
CHCHD10,ENSG00000250479,ENST00000484558,transcript,ENSG00000250479,26.72403423,31.41853346
KHDC1,ENSG00000135314,ENST00000370384,transcript,ENSG00000135314,26.73787778,68.07975991
TMEM196,ENSG00000173452,ENST00000405764,transcript,ENSG00000173452,26.73912181,41.1497987
C17orf104,ENSG00000180336,ENST00000409122,transcript,ENSG00000180336,26.73944249,32.06205884
ZC3H12D,ENSG00000178199,ENST00000409806,transcript,ENSG00000178199,26.74538355,33.53144339
ARHGEF38,ENSG00000236699,ENST00000420470,transcript,ENSG00000236699,26.75244402,37.74357757
ZBTB20,ENSG00000181722,ENST00000474710,transcript,ENSG00000181722,26.75247506,64.74689555
C9orf169,ENSG00000197191,ENST00000359069,transcript,ENSG00000197191,26.75278396,33.22333819
WDR86,ENSG00000187260,ENST00000334493,transcript,ENSG00000187260,26.75701025,30.32717956
HTN1,ENSG00000126550,ENST00000511674,transcript,ENSG00000126550,26.75903988,38.26794299
MRPL14,ENSG00000180992,ENST00000372014,transcript,ENSG00000180992,26.75909482,71.75225919
MFAP3,ENSG00000037749,ENST00000436816,transcript,ENSG00000037749,26.76278733,65.61217281
FGF14,ENSG00000102466,ENST00000376131,transcript,ENSG00000102466,26.7641101,78.80158472
RGAG1,ENSG00000243978,ENST00000465301,transcript,ENSG00000243978,26.76730357,76.81433882
RP11-210M15.2,ENSG00000259495,ENST00000559008,transcript,ENSG00000259495,26.7775617,31.70407168
GIMAP2,ENSG00000106560,ENST00000223293,transcript,ENSG00000106560,26.77775426,51.31681019
SGPP1,ENSG00000126821,ENST00000247225,transcript,ENSG00000126821,26.80388395,42.62858951
ZBTB2,ENSG00000181472,ENST00000325144,transcript,ENSG00000181472,26.81433894,75.68940093
RASD1,ENSG00000108551,ENST00000225688,transcript,ENSG00000108551,26.83413542,53.06154776
FAM227A,ENSG00000184949,ENST00000406767,transcript,ENSG00000184949,26.84060515,30.62344952
ZNHIT2,ENSG00000174276,ENST00000310597,transcript,ENSG00000174276,26.84108041,33.28560857
FGFRL1,ENSG00000127418,ENST00000398484,transcript,ENSG00000127418,26.84246846,35.93534945
OR2L13,ENSG00000196071,ENST00000366478,transcript,ENSG00000196071,26.84954435,82.16997887
DBX2,ENSG00000185610,ENST00000332700,transcript,ENSG00000185610,26.85587713,38.85375404
PAGE1,ENSG00000068985,ENST00000376150,transcript,ENSG00000068985,26.8603673,35.1323165
SVIP,ENSG00000198168,ENST00000354193,transcript,ENSG00000198168,26.86132658,39.69853854
FABP2,ENSG00000145384,ENST00000274024,transcript,ENSG00000145384,26.86632852,49.26842121
C1orf61,ENSG00000125462,ENST00000368243,transcript,ENSG00000125462,26.8682556,44.96856559
HBE1,ENSG00000213931,ENST00000380237,transcript,ENSG00000213931,26.87041583,69.81152587
C3orf83,ENSG00000225526,ENST00000564146,transcript,ENSG00000225526,26.88023117,25.85162004
GJB2,ENSG00000165474,ENST00000382844,transcript,ENSG00000165474,26.88988826,81.14094395
NDUFA4L2,ENSG00000185633,ENST00000393825,transcript,ENSG00000185633,26.8933182,54.36241052
GPATCH11,ENSG00000152133,ENST00000608836,transcript,ENSG00000152133,26.89422035,29.98675241
TEX30,ENSG00000151287,ENST00000376032,transcript,ENSG00000151287,26.89864464,39.84418963
MNX1,ENSG00000130675,ENST00000252971,transcript,ENSG00000130675,26.90304623,39.52513631
OR5V1,ENSG00000243729,ENST00000377154,transcript,ENSG00000243729,26.90543318,67.23657674
LCOR,ENSG00000196233,ENST00000371097,transcript,ENSG00000196233,26.90806748,71.67581925
PPP2R5A,ENSG00000066027,ENST00000261461,transcript,ENSG00000066027,26.9126084,38.32568341
TMUB1,ENSG00000164897,ENST00000392818,transcript,ENSG00000164897,26.91570054,35.03453995
ZNF658,ENSG00000196409,ENST00000602553,transcript,ENSG00000196409,26.92841005,33.47580354
ZNF331,ENSG00000130844,ENST00000253144,transcript,ENSG00000130844,26.92924588,64.46908728
VCX3B,ENSG00000205642,ENST00000381032,transcript,ENSG00000205642,26.92996377,39.64298746
SLC25A29,ENSG00000197119,ENST00000359232,transcript,ENSG00000197119,26.94471269,38.58232018
DPCR1,ENSG00000168631,ENST00000462446,transcript,ENSG00000168631,26.94523361,52.15967056
BRK1,ENSG00000254999,ENST00000530758,transcript,ENSG00000254999,26.94563187,34.26513067
MOB3B,ENSG00000120162,ENST00000262244,transcript,ENSG00000120162,26.97458386,73.02764719
BTF3L4,ENSG00000134717,ENST00000313334,transcript,ENSG00000134717,26.9758787,41.3899226
PAGE2,ENSG00000234068,ENST00000374968,transcript,ENSG00000234068,26.97736748,35.27128735
KRTAP8-1,ENSG00000183640,ENST00000329621,transcript,ENSG00000183640,26.98205225,61.62655556
PIGM,ENSG00000143315,ENST00000368090,transcript,ENSG00000143315,26.98274595,85.15314578
C2orf88,ENSG00000187699,ENST00000340623,transcript,ENSG00000187699,26.98809419,87.19967609
DSCR4,ENSG00000184029,ENST00000328264,transcript,ENSG00000184029,26.98992055,47.48911386
B4GALT4,ENSG00000121578,ENST00000483209,transcript,ENSG00000121578,26.99256448,62.27707049
ATP6V1F,ENSG00000128524,ENST00000492758,transcript,ENSG00000128524,26.99639372,56.00852757
MZT1,ENSG00000204899,ENST00000377818,transcript,ENSG00000204899,26.99904669,49.87625283
KIAA1239,ENSG00000174145,ENST00000309447,transcript,ENSG00000174145,27.0173018,32.86511286
RNF166,ENSG00000158717,ENST00000312838,transcript,ENSG00000158717,27.01889973,36.07136345
BEND4,ENSG00000188848,ENST00000502486,transcript,ENSG00000188848,27.02339499,38.49863874
NUDT15,ENSG00000136159,ENST00000258662,transcript,ENSG00000136159,27.02876161,48.91929063
EBLN2,ENSG00000255423,ENST00000533473,transcript,ENSG00000255423,27.04998088,50.88609191
FGF7,ENSG00000140285,ENST00000267843,transcript,ENSG00000140285,27.05034863,50.0644824
ODF3L2,ENSG00000181781,ENST00000315489,transcript,ENSG00000181781,27.05193198,31.93670022
TRH,ENSG00000170893,ENST00000302649,transcript,ENSG00000170893,27.0563927,60.10221774
PERP,ENSG00000112378,ENST00000421351,transcript,ENSG00000112378,27.06270388,53.60023287
PTRF,ENSG00000177469,ENST00000357037,transcript,ENSG00000177469,27.06496244,71.0534847
INA,ENSG00000148798,ENST00000369849,transcript,ENSG00000148798,27.06885937,42.89395139
CCZ1,ENSG00000122674,ENST00000325974,transcript,ENSG00000122674,27.07865753,35.27297828
FAM198A,ENSG00000144649,ENST00000430121,transcript,ENSG00000144649,27.09263212,27.72821182
ADRA2B,ENSG00000222040,ENST00000409345,transcript,ENSG00000222040,27.09337614,62.84975019
TRMT10C,ENSG00000174173,ENST00000309922,transcript,ENSG00000174173,27.09913122,62.12725457
FUCA2,ENSG00000001036,ENST00000002165,transcript,ENSG00000001036,27.10339223,51.34523059
FAM149B1,ENSG00000138286,ENST00000242505,transcript,ENSG00000138286,27.1060332,35.01090754
TMEM230,ENSG00000089063,ENST00000342308,transcript,ENSG00000089063,27.11444067,49.61651495
ZNF571,ENSG00000180479,ENST00000328550,transcript,ENSG00000180479,27.12089334,60.45866624
HDHD1,ENSG00000130021,ENST00000424830,transcript,ENSG00000130021,27.12174939,33.86928278
SDF2L1,ENSG00000128228,ENST00000248958,transcript,ENSG00000128228,27.12571147,40.17370403
BIRC8,ENSG00000163098,ENST00000426466,transcript,ENSG00000163098,27.13639307,71.2290452
C8orf59,ENSG00000176731,ENST00000417663,transcript,ENSG00000176731,27.1429154,48.9361304
AL031666.2,ENSG00000267882,ENST00000599904,transcript,ENSG00000267882,27.14637033,38.60060351
MAP4K5,ENSG00000012983,ENST00000013125,transcript,ENSG00000012983,27.16033072,28.46671602
SMCP,ENSG00000163206,ENST00000368765,transcript,ENSG00000163206,27.16302093,90.71317816
POLR2D,ENSG00000144231,ENST00000272645,transcript,ENSG00000144231,27.17039352,48.23892625
TCTEX1D1,ENSG00000152760,ENST00000282670,transcript,ENSG00000152760,27.17631392,53.92700187
KCNA2,ENSG00000177301,ENST00000485317,transcript,ENSG00000177301,27.18598203,72.18089937
UBL4A,ENSG00000102178,ENST00000369660,transcript,ENSG00000102178,27.19075093,31.51320539
C7orf62,ENSG00000164645,ENST00000297203,transcript,ENSG00000164645,27.19189001,63.38161265
IFIT2,ENSG00000119922,ENST00000371826,transcript,ENSG00000119922,27.21867031,72.7530596
EPPK1,ENSG00000227184,ENST00000525985,transcript,ENSG00000227184,27.2262288,59.57677645
GLIS1,ENSG00000174332,ENST00000312233,transcript,ENSG00000174332,27.2267293,43.3503449
NMI,ENSG00000123609,ENST00000243346,transcript,ENSG00000123609,27.23038382,47.98084129
C12orf56,ENSG00000185306,ENST00000333722,transcript,ENSG00000185306,27.23089249,34.69424177
SERP2,ENSG00000151778,ENST00000379179,transcript,ENSG00000151778,27.23612152,40.18456794
PDCL2,ENSG00000163440,ENST00000295645,transcript,ENSG00000163440,27.25381188,30.71119178
ZNF449,ENSG00000173275,ENST00000339249,transcript,ENSG00000173275,27.26349201,53.53589395
TOR2A,ENSG00000160404,ENST00000373284,transcript,ENSG00000160404,27.29318372,34.47305778
KIAA0947,ENSG00000164151,ENST00000296564,transcript,ENSG00000164151,27.29615391,33.28515396
FMO6P,ENSG00000117507,ENST00000236166,transcript,ENSG00000117507,27.30130042,24.65426609
FAM19A2,ENSG00000198673,ENST00000416284,transcript,ENSG00000198673,27.31442028,52.43167586
MRPS12,ENSG00000128626,ENST00000407800,transcript,ENSG00000128626,27.32027469,53.48707062
FAM50B,ENSG00000145945,ENST00000380274,transcript,ENSG00000145945,27.32066494,68.20352821
GNB1L,ENSG00000185838,ENST00000329517,transcript,ENSG00000185838,27.32127909,58.4582555
RBM11,ENSG00000185272,ENST00000400577,transcript,ENSG00000185272,27.32574824,37.84292998
DEFB132,ENSG00000186458,ENST00000382376,transcript,ENSG00000186458,27.32654629,63.25486439
LRRC4C,ENSG00000148948,ENST00000278198,transcript,ENSG00000148948,27.3265605,75.83045458
DEFB110,ENSG00000203970,ENST00000371148,transcript,ENSG00000203970,27.32693558,35.2214697
UQCRQ,ENSG00000164405,ENST00000378670,transcript,ENSG00000164405,27.33141833,74.11521972
FCHO2,ENSG00000157107,ENST00000430046,transcript,ENSG00000157107,27.33152914,29.79028462
TBC1D30,ENSG00000111490,ENST00000539867,transcript,ENSG00000111490,27.33204903,31.52414686
ARL4A,ENSG00000122644,ENST00000396663,transcript,ENSG00000122644,27.34950961,62.65143867
DACH2,ENSG00000126733,ENST00000373125,transcript,ENSG00000126733,27.35986951,30.67240154
ZNF573,ENSG00000189144,ENST00000590414,transcript,ENSG00000189144,27.36030083,28.04402373
BHLHE22,ENSG00000180828,ENST00000321870,transcript,ENSG00000180828,27.36086467,25.74538793
GPR89A,ENSG00000117262,ENST00000313835,transcript,ENSG00000117262,27.36357769,31.71657966
MUC22,ENSG00000261272,ENST00000561890,transcript,ENSG00000261272,27.37208696,38.77087908
FHAD1,ENSG00000142621,ENST00000375995,transcript,ENSG00000142621,27.37267329,29.66121682
C5orf28,ENSG00000151881,ENST00000500337,transcript,ENSG00000151881,27.37361683,64.67588517
FLJ27365,ENSG00000197182,ENST00000360737,transcript,ENSG00000197182,27.37461353,36.85813001
ZNF22,ENSG00000165512,ENST00000298299,transcript,ENSG00000165512,27.37632627,52.24847155
SYNDIG1,ENSG00000101463,ENST00000376862,transcript,ENSG00000101463,27.37843808,76.9987766
TMEM210,ENSG00000185863,ENST00000413619,transcript,ENSG00000185863,27.37962653,29.24408278
RWDD1,ENSG00000111832,ENST00000466444,transcript,ENSG00000111832,27.38444496,34.91865417
FAM184B,ENSG00000047662,ENST00000265018,transcript,ENSG00000047662,27.39112574,32.6779558
EIF4EBP2,ENSG00000148730,ENST00000373218,transcript,ENSG00000148730,27.39323157,41.85208015
MIDN,ENSG00000167470,ENST00000300952,transcript,ENSG00000167470,27.40774297,36.5602601
TMEM179,ENSG00000258986,ENST00000341595,transcript,ENSG00000258986,27.41957341,33.90506816
ADRA1B,ENSG00000170214,ENST00000306675,transcript,ENSG00000170214,27.42165697,45.23802582
PTH2,ENSG00000142538,ENST00000270631,transcript,ENSG00000142538,27.42801081,33.1235514
RPS27L,ENSG00000185088,ENST00000330964,transcript,ENSG00000185088,27.43959101,48.7408225
EVPLL,ENSG00000214860,ENST00000399134,transcript,ENSG00000214860,27.44384682,47.49526338
H3F3A,ENSG00000163041,ENST00000366813,transcript,ENSG00000163041,27.44682299,37.77828382
BMP2,ENSG00000125845,ENST00000378827,transcript,ENSG00000125845,27.45235997,60.65658857
AGBL4,ENSG00000186094,ENST00000371839,transcript,ENSG00000186094,27.45668173,37.81709788
C12orf55,ENSG00000188596,ENST00000524981,transcript,ENSG00000188596,27.47795645,26.77703677
CEP170,ENSG00000143702,ENST00000366542,transcript,ENSG00000143702,27.48499274,31.59646085
NAALADL2,ENSG00000177694,ENST00000454872,transcript,ENSG00000177694,27.48697003,45.70022886
ANKRD30B,ENSG00000180777,ENST00000358984,transcript,ENSG00000180777,27.4875057,29.84397857
FAM194B,ENSG00000165837,ENST00000298738,transcript,ENSG00000165837,27.49044662,36.06409686
TMEM204,ENSG00000131634,ENST00000566264,transcript,ENSG00000131634,27.49062442,56.69987971
WASF1,ENSG00000112290,ENST00000392589,transcript,ENSG00000112290,27.49493673,42.48487366
EVX1,ENSG00000106038,ENST00000496902,transcript,ENSG00000106038,27.50182285,48.28886384
TSPAN6,ENSG00000000003,ENST00000373020,transcript,ENSG00000000003,27.50535223,31.63277088
ZNF646,ENSG00000167395,ENST00000300850,transcript,ENSG00000167395,27.50570948,62.27275619
SPRY4,ENSG00000187678,ENST00000344120,transcript,ENSG00000187678,27.51122552,66.07009719
CGB8,ENSG00000213030,ENST00000448456,transcript,ENSG00000213030,27.52076328,46.46511947
EMX1,ENSG00000135638,ENST00000258106,transcript,ENSG00000135638,27.52636472,37.51608821
NKAIN3,ENSG00000185942,ENST00000523211,transcript,ENSG00000185942,27.5283151,37.75584422
AZIN1,ENSG00000155096,ENST00000337198,transcript,ENSG00000155096,27.54260676,48.15780232
NMUR1,ENSG00000171596,ENST00000305141,transcript,ENSG00000171596,27.5431293,47.73860712
DHFRL1,ENSG00000178700,ENST00000394221,transcript,ENSG00000178700,27.54450967,84.75252123
CPSF4L,ENSG00000187959,ENST00000344935,transcript,ENSG00000187959,27.5572403,30.24622079
CA5B,ENSG00000169239,ENST00000318636,transcript,ENSG00000169239,27.5686671,43.86605319
SYCN,ENSG00000179751,ENST00000318438,transcript,ENSG00000179751,27.57264651,40.85931935
YTHDF1,ENSG00000149658,ENST00000370339,transcript,ENSG00000149658,27.57378053,43.80802563
KIAA1107,ENSG00000069712,ENST00000370378,transcript,ENSG00000069712,27.5930129,29.38132388
LYPD6B,ENSG00000150556,ENST00000409642,transcript,ENSG00000150556,27.60590786,55.29948521
CPN2,ENSG00000178772,ENST00000323830,transcript,ENSG00000178772,27.61982204,77.80510581
C19orf38,ENSG00000214212,ENST00000397820,transcript,ENSG00000214212,27.6389204,31.97228338
CHST3,ENSG00000122863,ENST00000373115,transcript,ENSG00000122863,27.64198595,77.47225262
DEFB4A,ENSG00000171711,ENST00000302247,transcript,ENSG00000171711,27.64270002,45.38588443
KCNN1,ENSG00000105642,ENST00000222249,transcript,ENSG00000105642,27.65432572,41.95705549
JPH4,ENSG00000092051,ENST00000397118,transcript,ENSG00000092051,27.66032558,39.5147675
IFNG,ENSG00000111537,ENST00000229135,transcript,ENSG00000111537,27.66932406,39.05489411
MAB21L2,ENSG00000181541,ENST00000317605,transcript,ENSG00000181541,27.67021431,67.45699721
KLHL30,ENSG00000168427,ENST00000409223,transcript,ENSG00000168427,27.6734539,38.8793381
POLR3K,ENSG00000161980,ENST00000293860,transcript,ENSG00000161980,27.68237129,50.50416582
PPP1R27,ENSG00000182676,ENST00000330261,transcript,ENSG00000182676,27.68751357,57.60107858
RCAN3,ENSG00000117602,ENST00000374395,transcript,ENSG00000117602,27.69061718,42.28696479
LHFPL1,ENSG00000182508,ENST00000371968,transcript,ENSG00000182508,27.69122837,64.0344396
NXPE2,ENSG00000204361,ENST00000389586,transcript,ENSG00000204361,27.70819461,30.27739566
SAC3D1,ENSG00000168061,ENST00000398846,transcript,ENSG00000168061,27.71656264,35.43049701
NAT16,ENSG00000167011,ENST00000300303,transcript,ENSG00000167011,27.7263931,51.24891707
CCDC177,ENSG00000255994,ENST00000543986,transcript,ENSG00000255994,27.73052182,50.53250758
HDGFRP3,ENSG00000166503,ENST00000299633,transcript,ENSG00000166503,27.73389974,39.22518682
PAGE3,ENSG00000204279,ENST00000519203,transcript,ENSG00000204279,27.73917877,32.01328656
C1orf227,ENSG00000185523,ENST00000332912,transcript,ENSG00000185523,27.7410442,48.43776014
AHNAK,ENSG00000124942,ENST00000378024,transcript,ENSG00000124942,27.75188657,49.62425238
RERG,ENSG00000134533,ENST00000256953,transcript,ENSG00000134533,27.75569632,56.51966843
RP4-758J18.2,ENSG00000224870,ENST00000448629,transcript,ENSG00000224870,27.76333841,36.74840306
EGFL7,ENSG00000172889,ENST00000371699,transcript,ENSG00000172889,27.76501194,42.65599645
TSTD1,ENSG00000215845,ENST00000423014,transcript,ENSG00000215845,27.76693734,35.14586275
ARPP19,ENSG00000128989,ENST00000566423,transcript,ENSG00000128989,27.77116704,50.91773102
TSC22D1,ENSG00000102804,ENST00000458659,transcript,ENSG00000102804,27.7725976,55.53102359
C5orf15,ENSG00000113583,ENST00000231512,transcript,ENSG00000113583,27.77623822,47.54068598
AMER3,ENSG00000178171,ENST00000423981,transcript,ENSG00000178171,27.77652433,52.12748377
FAM151B,ENSG00000152380,ENST00000282226,transcript,ENSG00000152380,27.77746926,43.33908047
RPS6KA6,ENSG00000072133,ENST00000262752,transcript,ENSG00000072133,27.78598948,29.43126149
TIMM8A,ENSG00000126953,ENST00000372902,transcript,ENSG00000126953,27.79349637,82.41648921
TMEM169,ENSG00000163449,ENST00000454545,transcript,ENSG00000163449,27.79934553,76.54783308
IP6K2,ENSG00000068745,ENST00000328631,transcript,ENSG00000068745,27.80078437,52.81770954
FAM46B,ENSG00000158246,ENST00000289166,transcript,ENSG00000158246,27.830915,48.56769529
EFCAB7,ENSG00000203965,ENST00000371088,transcript,ENSG00000203965,27.83633563,36.42319076
CCSER1,ENSG00000184305,ENST00000509176,transcript,ENSG00000184305,27.83680262,37.96283257
ZNF420,ENSG00000197050,ENST00000337995,transcript,ENSG00000197050,27.84270279,48.68848132
CX3CR1,ENSG00000168329,ENST00000358309,transcript,ENSG00000168329,27.84354798,80.81740615
DAP,ENSG00000112977,ENST00000230895,transcript,ENSG00000112977,27.84504162,38.83256284
C1orf137,ENSG00000203864,ENST00000369482,transcript,ENSG00000203864,27.86961916,29.78238397
VOPP1,ENSG00000154978,ENST00000285279,transcript,ENSG00000154978,27.87369117,32.0642367
STOX2,ENSG00000173320,ENST00000308497,transcript,ENSG00000173320,27.88298868,40.10355233
FDX1,ENSG00000137714,ENST00000260270,transcript,ENSG00000137714,27.90550237,38.14041705
AEBP2,ENSG00000139154,ENST00000398864,transcript,ENSG00000139154,27.90731788,30.44813704
C6orf163,ENSG00000203872,ENST00000388923,transcript,ENSG00000203872,27.91537418,34.08591599
NRK,ENSG00000123572,ENST00000428173,transcript,ENSG00000123572,27.91894681,29.75024764
C3orf14,ENSG00000114405,ENST00000494481,transcript,ENSG00000114405,27.92390021,47.81154038
THAP8,ENSG00000161277,ENST00000292894,transcript,ENSG00000161277,27.92453645,44.5570356
RAB3B,ENSG00000169213,ENST00000371655,transcript,ENSG00000169213,27.92820598,59.93018655
PTGFR,ENSG00000122420,ENST00000370757,transcript,ENSG00000122420,27.92980737,53.64040407
LINGO4,ENSG00000213171,ENST00000368820,transcript,ENSG00000213171,27.93521577,75.71695728
YIPF7,ENSG00000177752,ENST00000332990,transcript,ENSG00000177752,27.9359705,33.32905181
CD300LD,ENSG00000204345,ENST00000375352,transcript,ENSG00000204345,27.95092717,66.96757787
FAM127B,ENSG00000203950,ENST00000370775,transcript,ENSG00000203950,27.9513388,48.44530678
TRIM60,ENSG00000176979,ENST00000512596,transcript,ENSG00000176979,27.96629757,73.16785414
EML6,ENSG00000214595,ENST00000356458,transcript,ENSG00000214595,27.96863641,33.08676258
COX16,ENSG00000133983,ENST00000389912,transcript,ENSG00000133983,27.97871757,43.26700745
CLN8,ENSG00000182372,ENST00000331222,transcript,ENSG00000182372,27.988318,86.6122601
PRX,ENSG00000105227,ENST00000324001,transcript,ENSG00000105227,27.99269996,68.18408499
PDZD9,ENSG00000155714,ENST00000537222,transcript,ENSG00000155714,27.9959389,34.46054442
APEX2,ENSG00000169188,ENST00000374987,transcript,ENSG00000169188,28.00224919,32.97202172
HMX3,ENSG00000188620,ENST00000357878,transcript,ENSG00000188620,28.01424545,29.20152768
ZNF736,ENSG00000234444,ENST00000423484,transcript,ENSG00000234444,28.01688455,33.97547541
LZTS3,ENSG00000088899,ENST00000329152,transcript,ENSG00000088899,28.01788132,44.65106833
ARX,ENSG00000004848,ENST00000379044,transcript,ENSG00000004848,28.01984158,36.32292401
VWDE,ENSG00000146530,ENST00000275358,transcript,ENSG00000146530,28.03122615,29.19825453
ZNF441,ENSG00000197044,ENST00000357901,transcript,ENSG00000197044,28.03761586,41.88149465
NONO,ENSG00000147140,ENST00000276079,transcript,ENSG00000147140,28.03862904,40.51059444
C19orf43,ENSG00000123144,ENST00000242784,transcript,ENSG00000123144,28.04262973,39.69272252
DNAJC25-GNG10,ENSG00000244115,ENST00000374294,transcript,ENSG00000244115,28.04274977,29.29476104
EFCAB10,ENSG00000185055,ENST00000485614,transcript,ENSG00000185055,28.04704254,28.90763323
LRRC25,ENSG00000175489,ENST00000339007,transcript,ENSG00000175489,28.04863223,74.9017267
BMP8B,ENSG00000116985,ENST00000372827,transcript,ENSG00000116985,28.05366139,38.21522325
EID2B,ENSG00000176401,ENST00000326282,transcript,ENSG00000176401,28.05826598,58.00106211
LCE2A,ENSG00000187173,ENST00000368779,transcript,ENSG00000187173,28.06061497,85.98591195
ARSJ,ENSG00000180801,ENST00000315366,transcript,ENSG00000180801,28.06767513,66.97636273
OR52A1,ENSG00000182070,ENST00000380367,transcript,ENSG00000182070,28.07287215,77.60850214
