gene_name,gene_id_x,transcript_id,biotype,gene_id_y,exon_coverage,CDS_coverage
CHL1,ENSG00000134121,ENST00000256509,transcript,ENSG00000134121,31.4176414,31.67972337
TRAK2,ENSG00000115993,ENST00000332624,transcript,ENSG00000115993,31.6327016,31.67983796
RPL23,ENSG00000125691,ENST00000479035,transcript,ENSG00000125691,31.94847384,31.67993247
GLDC,ENSG00000178445,ENST00000321612,transcript,ENSG00000178445,31.58828657,31.67994366
VSNL1,ENSG00000163032,ENST00000406397,transcript,ENSG00000163032,31.37121554,31.67995567
SUPT3H,ENSG00000196284,ENST00000371460,transcript,ENSG00000196284,31.34884426,31.68011552
TTLL12,ENSG00000100304,ENST00000216129,transcript,ENSG00000100304,31.79457091,31.68019634
ATF6B,ENSG00000213676,ENST00000375203,transcript,ENSG00000213676,31.40208358,31.680394
SCAMP3,ENSG00000116521,ENST00000302631,transcript,ENSG00000116521,31.3781877,31.68041186
CAPN7,ENSG00000131375,ENST00000253693,transcript,ENSG00000131375,31.5170546,31.68055393
SLC22A9,ENSG00000149742,ENST00000279178,transcript,ENSG00000149742,30.990634,31.68069547
TMCC1,ENSG00000172765,ENST00000393238,transcript,ENSG00000172765,30.97366194,31.68093371
NT5C1B,ENSG00000185013,ENST00000359846,transcript,ENSG00000185013,31.58138782,31.68094215
AL355390.1,ENSG00000177596,ENST00000325811,transcript,ENSG00000177596,31.34478849,31.68107134
ADAMTS4,ENSG00000158859,ENST00000367996,transcript,ENSG00000158859,31.03180786,31.68118782
ZNF844,ENSG00000223547,ENST00000439326,transcript,ENSG00000223547,31.09223191,31.68122158
CPNE3,ENSG00000085719,ENST00000521271,transcript,ENSG00000085719,31.15458418,31.68149794
SDCBP,ENSG00000137575,ENST00000260130,transcript,ENSG00000137575,31.45651912,31.68158014
OR3A1,ENSG00000180090,ENST00000323404,transcript,ENSG00000180090,31.68287236,31.68163598
LITAF,ENSG00000189067,ENST00000571688,transcript,ENSG00000189067,30.31819232,31.68165197
EIF2A,ENSG00000144895,ENST00000460851,transcript,ENSG00000144895,31.6398018,31.6819225
NTAN1,ENSG00000157045,ENST00000287706,transcript,ENSG00000157045,31.69338926,31.68199366
GFM1,ENSG00000168827,ENST00000486715,transcript,ENSG00000168827,31.55035796,31.68210381
SLC30A8,ENSG00000164756,ENST00000456015,transcript,ENSG00000164756,31.82179827,31.68220247
COL4A3BP,ENSG00000113163,ENST00000380494,transcript,ENSG00000113163,31.4069403,31.68252906
ZNF24,ENSG00000172466,ENST00000261332,transcript,ENSG00000172466,31.83081587,31.68264121
SRP68,ENSG00000167881,ENST00000307877,transcript,ENSG00000167881,31.72727247,31.68283113
NRCAM,ENSG00000091129,ENST00000379028,transcript,ENSG00000091129,31.60700061,31.68291029
C1orf106,ENSG00000163362,ENST00000413687,transcript,ENSG00000163362,31.60906006,31.68295232
DDX27,ENSG00000124228,ENST00000371764,transcript,ENSG00000124228,31.5797467,31.68304367
PALMD,ENSG00000099260,ENST00000263174,transcript,ENSG00000099260,31.70078411,31.68305237
EREG,ENSG00000124882,ENST00000244869,transcript,ENSG00000124882,31.31677929,31.68308285
OR2D3,ENSG00000178358,ENST00000317834,transcript,ENSG00000178358,31.70230283,31.68326061
CSGALNACT1,ENSG00000147408,ENST00000454498,transcript,ENSG00000147408,31.5994709,31.68335341
FAM104A,ENSG00000133193,ENST00000405159,transcript,ENSG00000133193,31.39618597,31.68358563
NEDD4,ENSG00000069869,ENST00000338963,transcript,ENSG00000069869,31.65837428,31.68362466
PILRB,ENSG00000121716,ENST00000610247,transcript,ENSG00000121716,31.29344028,31.68396944
CDK10,ENSG00000185324,ENST00000353379,transcript,ENSG00000185324,31.65311749,31.68402455
FUT8,ENSG00000033170,ENST00000360689,transcript,ENSG00000033170,31.24883982,31.68414992
TRPM6,ENSG00000119121,ENST00000360774,transcript,ENSG00000119121,31.60208911,31.68422002
HIP1R,ENSG00000130787,ENST00000253083,transcript,ENSG00000130787,31.62813221,31.68435224
BTNL2,ENSG00000204290,ENST00000454136,transcript,ENSG00000204290,31.69662755,31.68441624
IL1RL1,ENSG00000115602,ENST00000233954,transcript,ENSG00000115602,30.83940313,31.68452617
C3,ENSG00000125730,ENST00000245907,transcript,ENSG00000125730,31.53865061,31.68461758
ANK3,ENSG00000151150,ENST00000280772,transcript,ENSG00000151150,31.53755784,31.68470318
FTCDNL1,ENSG00000226124,ENST00000420128,transcript,ENSG00000226124,31.13260547,31.68479407
JPH3,ENSG00000154118,ENST00000284262,transcript,ENSG00000154118,31.98163863,31.68486564
EVC,ENSG00000072840,ENST00000382674,transcript,ENSG00000072840,31.76246606,31.68487186
PIK3R5,ENSG00000141506,ENST00000447110,transcript,ENSG00000141506,31.75537177,31.68496343
RASD2,ENSG00000100302,ENST00000216127,transcript,ENSG00000100302,30.11912788,31.68498528
MKRN2,ENSG00000075975,ENST00000170447,transcript,ENSG00000075975,31.66421524,31.68539627
BBS4,ENSG00000140463,ENST00000268057,transcript,ENSG00000140463,31.66093427,31.68547634
ABCA13,ENSG00000179869,ENST00000435803,transcript,ENSG00000179869,31.66954369,31.68554082
HOXA11,ENSG00000005073,ENST00000006015,transcript,ENSG00000005073,31.02821854,31.68554531
RRAGA,ENSG00000155876,ENST00000380527,transcript,ENSG00000155876,32.1793932,31.68565708
GTSF1,ENSG00000170627,ENST00000552397,transcript,ENSG00000170627,31.38897199,31.68570592
USH1G,ENSG00000182040,ENST00000319642,transcript,ENSG00000182040,30.81890854,31.68591842
CUTA,ENSG00000112514,ENST00000374500,transcript,ENSG00000112514,31.68671887,31.68601793
ST6GALNAC3,ENSG00000184005,ENST00000328299,transcript,ENSG00000184005,31.30725294,31.6860982
C18orf8,ENSG00000141452,ENST00000269221,transcript,ENSG00000141452,32.00654408,31.68612032
RBM47,ENSG00000163694,ENST00000381793,transcript,ENSG00000163694,30.79441217,31.68666586
SMIM20,ENSG00000250317,ENST00000506197,transcript,ENSG00000250317,31.44851309,31.6869443
DDRGK1,ENSG00000198171,ENST00000354488,transcript,ENSG00000198171,31.51379673,31.68695613
EDDM3A,ENSG00000181562,ENST00000326842,transcript,ENSG00000181562,31.57095717,31.68704989
CTC-241N9.1,ENSG00000245317,ENST00000499601,transcript,ENSG00000245317,32.48035621,31.68711752
PSPC1,ENSG00000121390,ENST00000338910,transcript,ENSG00000121390,31.5559353,31.68732553
CCDC64B,ENSG00000162069,ENST00000572449,transcript,ENSG00000162069,31.60123029,31.68747244
MACF1,ENSG00000127603,ENST00000545844,transcript,ENSG00000127603,31.66335362,31.68759978
ARHGEF18,ENSG00000104880,ENST00000359920,transcript,ENSG00000104880,31.70019077,31.68787699
TMPRSS6,ENSG00000187045,ENST00000346753,transcript,ENSG00000187045,31.73022393,31.687965
TTLL4,ENSG00000135912,ENST00000392102,transcript,ENSG00000135912,31.64160181,31.688017
TRIM10,ENSG00000204613,ENST00000449742,transcript,ENSG00000204613,31.72038463,31.68832089
SLC39A12,ENSG00000148482,ENST00000377369,transcript,ENSG00000148482,31.80815656,31.68854387
MANF,ENSG00000145050,ENST00000528157,transcript,ENSG00000145050,32.20158252,31.6885501
KIAA0907,ENSG00000132680,ENST00000368321,transcript,ENSG00000132680,31.49154057,31.68862364
MIPEP,ENSG00000027001,ENST00000382172,transcript,ENSG00000027001,31.8663909,31.68873957
TATDN1,ENSG00000147687,ENST00000276692,transcript,ENSG00000147687,31.72024709,31.68875705
MTA2,ENSG00000149480,ENST00000278823,transcript,ENSG00000149480,31.5052484,31.68899406
LATS2,ENSG00000150457,ENST00000382592,transcript,ENSG00000150457,31.52839113,31.68903605
CARNS1,ENSG00000172508,ENST00000445895,transcript,ENSG00000172508,31.82616033,31.6892315
CCNK,ENSG00000090061,ENST00000389879,transcript,ENSG00000090061,32.12221862,31.68951936
GDAP1,ENSG00000104381,ENST00000220822,transcript,ENSG00000104381,31.31878615,31.68953245
POLH,ENSG00000170734,ENST00000372236,transcript,ENSG00000170734,31.51347702,31.68956818
WDFY2,ENSG00000139668,ENST00000298125,transcript,ENSG00000139668,31.40647017,31.68963036
ALDH3A1,ENSG00000108602,ENST00000457500,transcript,ENSG00000108602,31.75674764,31.6896557
TOB2,ENSG00000183864,ENST00000327492,transcript,ENSG00000183864,30.54335859,31.68979893
F11,ENSG00000088926,ENST00000403665,transcript,ENSG00000088926,31.67374738,31.6898068
DNAJA4,ENSG00000140403,ENST00000394855,transcript,ENSG00000140403,31.59130082,31.68987044
SPIC,ENSG00000166211,ENST00000551346,transcript,ENSG00000166211,31.50214762,31.68993099
FBXO11,ENSG00000138081,ENST00000403359,transcript,ENSG00000138081,31.53788733,31.69005798
FANCE,ENSG00000112039,ENST00000229769,transcript,ENSG00000112039,31.67381355,31.69006516
CASKIN2,ENSG00000177303,ENST00000321617,transcript,ENSG00000177303,31.83015527,31.6902946
SAMD9L,ENSG00000177409,ENST00000318238,transcript,ENSG00000177409,31.62302933,31.69064392
SETD1A,ENSG00000099381,ENST00000262519,transcript,ENSG00000099381,31.53716966,31.69105736
MMP10,ENSG00000166670,ENST00000279441,transcript,ENSG00000166670,31.73625354,31.69109264
RPS6KA1,ENSG00000117676,ENST00000531382,transcript,ENSG00000117676,31.71212653,31.69111678
OR7D4,ENSG00000174667,ENST00000308682,transcript,ENSG00000174667,31.77485349,31.69126389
C12orf76,ENSG00000174456,ENST00000309050,transcript,ENSG00000174456,31.94004877,31.69130955
SPTLC1,ENSG00000090054,ENST00000262554,transcript,ENSG00000090054,31.47564995,31.69135137
KDM4D,ENSG00000186280,ENST00000335080,transcript,ENSG00000186280,32.04340808,31.69143149
ZNF559,ENSG00000188321,ENST00000393883,transcript,ENSG00000188321,31.16971345,31.69147812
FOXJ3,ENSG00000198815,ENST00000372572,transcript,ENSG00000198815,31.69613405,31.69154769
TSKS,ENSG00000126467,ENST00000246801,transcript,ENSG00000126467,31.66508777,31.69155369
ZNF428,ENSG00000131116,ENST00000300811,transcript,ENSG00000131116,31.60149786,31.69161892
KCNT1,ENSG00000107147,ENST00000371757,transcript,ENSG00000107147,31.75482808,31.6916826
CCR3,ENSG00000183625,ENST00000545097,transcript,ENSG00000183625,31.27844094,31.69180049
KIF15,ENSG00000163808,ENST00000326047,transcript,ENSG00000163808,31.68438082,31.69181467
NRXN1,ENSG00000179915,ENST00000404971,transcript,ENSG00000179915,31.64163191,31.69182772
TNK2,ENSG00000061938,ENST00000381916,transcript,ENSG00000061938,31.71990137,31.69182779
CA1,ENSG00000133742,ENST00000523953,transcript,ENSG00000133742,31.71603861,31.69211309
CHIA,ENSG00000134216,ENST00000369740,transcript,ENSG00000134216,31.70320342,31.69214565
RPS28,ENSG00000233927,ENST00000600659,transcript,ENSG00000233927,31.6788699,31.69228475
ENGASE,ENSG00000167280,ENST00000579016,transcript,ENSG00000167280,32.06485039,31.69232629
OR2H2,ENSG00000204657,ENST00000383640,transcript,ENSG00000204657,31.61688147,31.69239637
SSR1,ENSG00000124783,ENST00000244763,transcript,ENSG00000124783,31.61359375,31.69240659
MAP9,ENSG00000164114,ENST00000311277,transcript,ENSG00000164114,31.49219292,31.69244641
TRIM56,ENSG00000169871,ENST00000306085,transcript,ENSG00000169871,31.25025935,31.6925025
NSUN6,ENSG00000241058,ENST00000377304,transcript,ENSG00000241058,31.26613152,31.69258298
PCDHA4,ENSG00000204967,ENST00000530339,transcript,ENSG00000204967,31.80687335,31.6925911
ACOXL,ENSG00000153093,ENST00000439055,transcript,ENSG00000153093,31.63021597,31.6926466
POLR2I,ENSG00000105258,ENST00000221859,transcript,ENSG00000105258,31.91243378,31.69268666
ALDH9A1,ENSG00000143149,ENST00000354775,transcript,ENSG00000143149,31.65894959,31.69277458
CNTN6,ENSG00000134115,ENST00000446702,transcript,ENSG00000134115,31.73124116,31.69285856
PPP2R5D,ENSG00000112640,ENST00000485511,transcript,ENSG00000112640,31.70955848,31.69289731
SLC4A8,ENSG00000050438,ENST00000453097,transcript,ENSG00000050438,31.6781639,31.69293891
THBS4,ENSG00000113296,ENST00000350881,transcript,ENSG00000113296,31.78938832,31.6929705
PIP5K1C,ENSG00000186111,ENST00000335312,transcript,ENSG00000186111,31.44681499,31.69331964
RERE,ENSG00000142599,ENST00000337907,transcript,ENSG00000142599,31.37135982,31.69342497
EIF2AK1,ENSG00000086232,ENST00000199389,transcript,ENSG00000086232,31.57568683,31.69364834
PRDM7,ENSG00000126856,ENST00000449207,transcript,ENSG00000126856,31.59567901,31.69370846
ARGLU1,ENSG00000134884,ENST00000400198,transcript,ENSG00000134884,31.44137271,31.69374444
DGKE,ENSG00000153933,ENST00000284061,transcript,ENSG00000153933,31.53710604,31.69386546
CLK1,ENSG00000013441,ENST00000434813,transcript,ENSG00000013441,31.71898161,31.69390929
ARID5B,ENSG00000150347,ENST00000279873,transcript,ENSG00000150347,31.80056204,31.69400143
SYT16,ENSG00000139973,ENST00000430451,transcript,ENSG00000139973,31.80995327,31.69404806
ARSJ,ENSG00000180801,ENST00000315366,transcript,ENSG00000180801,31.32019887,31.6941611
CTH,ENSG00000116761,ENST00000370938,transcript,ENSG00000116761,31.65471071,31.69416785
ARPP21,ENSG00000172995,ENST00000458225,transcript,ENSG00000172995,31.66160213,31.69423905
TRIM66,ENSG00000166436,ENST00000402157,transcript,ENSG00000166436,31.87606924,31.69426075
DNASE2B,ENSG00000137976,ENST00000370665,transcript,ENSG00000137976,31.7094265,31.69426198
TP53RK,ENSG00000172315,ENST00000372114,transcript,ENSG00000172315,32.21008902,31.69431524
DLG2,ENSG00000150672,ENST00000376104,transcript,ENSG00000150672,31.61748922,31.69472269
NIPA2,ENSG00000140157,ENST00000337451,transcript,ENSG00000140157,31.92497854,31.69473273
TAF1D,ENSG00000166012,ENST00000448108,transcript,ENSG00000166012,31.78491988,31.69476277
PCDHB2,ENSG00000112852,ENST00000194155,transcript,ENSG00000112852,31.67032091,31.69477402
OR1F1,ENSG00000168124,ENST00000304646,transcript,ENSG00000168124,31.70370276,31.69481197
OVGP1,ENSG00000085465,ENST00000369732,transcript,ENSG00000085465,31.51567296,31.69487192
WSB1,ENSG00000109046,ENST00000262394,transcript,ENSG00000109046,31.67061848,31.694892
ASCL3,ENSG00000176009,ENST00000325884,transcript,ENSG00000176009,31.94325033,31.69495764
DHX9,ENSG00000135829,ENST00000367549,transcript,ENSG00000135829,31.74851174,31.69511816
OPLAH,ENSG00000178814,ENST00000426825,transcript,ENSG00000178814,31.93350154,31.69536037
CDC25C,ENSG00000158402,ENST00000323760,transcript,ENSG00000158402,31.70699581,31.69536115
OR5H14,ENSG00000236032,ENST00000437310,transcript,ENSG00000236032,31.81045741,31.69542258
GLYATL1,ENSG00000166840,ENST00000300079,transcript,ENSG00000166840,31.61051997,31.69549265
C17orf107,ENSG00000205710,ENST00000381365,transcript,ENSG00000205710,31.3827447,31.69563964
COL22A1,ENSG00000169436,ENST00000303045,transcript,ENSG00000169436,31.65545571,31.69576379
HIST1H2AM,ENSG00000233224,ENST00000359611,transcript,ENSG00000233224,31.68808802,31.69582821
CYSTM1,ENSG00000120306,ENST00000261811,transcript,ENSG00000120306,30.28423694,31.6958796
SCGN,ENSG00000079689,ENST00000377961,transcript,ENSG00000079689,31.49626233,31.69588756
SPTLC2,ENSG00000100596,ENST00000216484,transcript,ENSG00000100596,31.77345547,31.69606437
CXADR,ENSG00000154639,ENST00000284878,transcript,ENSG00000154639,31.72398421,31.69606461
VMAC,ENSG00000187650,ENST00000339485,transcript,ENSG00000187650,31.43827691,31.69612477
BIRC2,ENSG00000110330,ENST00000227758,transcript,ENSG00000110330,31.82900205,31.69623389
DRC1,ENSG00000157856,ENST00000288710,transcript,ENSG00000157856,31.60410105,31.69629288
GLB1,ENSG00000170266,ENST00000307363,transcript,ENSG00000170266,31.60945696,31.69632814
DNTTIP1,ENSG00000101457,ENST00000372622,transcript,ENSG00000101457,31.74989546,31.69666328
HIST1H4I,ENSG00000198339,ENST00000354348,transcript,ENSG00000198339,30.86722338,31.69673786
FAM228B,ENSG00000219626,ENST00000420135,transcript,ENSG00000219626,31.50441845,31.69688569
RABGGTB,ENSG00000137955,ENST00000319942,transcript,ENSG00000137955,31.48048468,31.69695309
GCOM1,ENSG00000137878,ENST00000380569,transcript,ENSG00000137878,31.70751116,31.69707871
ZSCAN32,ENSG00000140987,ENST00000304926,transcript,ENSG00000140987,31.83110903,31.69730405
PSMG1,ENSG00000183527,ENST00000331573,transcript,ENSG00000183527,31.53055249,31.69755039
FCRL5,ENSG00000143297,ENST00000361835,transcript,ENSG00000143297,31.86583889,31.69757741
KPRP,ENSG00000203786,ENST00000368773,transcript,ENSG00000203786,32.10038455,31.6975878
CNOT11,ENSG00000158435,ENST00000289382,transcript,ENSG00000158435,31.65254201,31.69767661
THAP5,ENSG00000177683,ENST00000415914,transcript,ENSG00000177683,32.03546045,31.69831303
JTB,ENSG00000143543,ENST00000271843,transcript,ENSG00000143543,31.52279513,31.69834184
SFTA3,ENSG00000229415,ENST00000518529,transcript,ENSG00000229415,31.63925941,31.69845148
CORO6,ENSG00000167549,ENST00000345068,transcript,ENSG00000167549,31.73730854,31.69850117
ZMAT5,ENSG00000100319,ENST00000397781,transcript,ENSG00000100319,32.09737074,31.69855229
FAM180B,ENSG00000196666,ENST00000356737,transcript,ENSG00000196666,31.2819605,31.69858349
SIX6,ENSG00000184302,ENST00000327720,transcript,ENSG00000184302,31.87043224,31.69861543
TP53AIP1,ENSG00000120471,ENST00000531399,transcript,ENSG00000120471,32.20116708,31.69868342
ALPI,ENSG00000163295,ENST00000295463,transcript,ENSG00000163295,31.68844204,31.69879523
CNKSR3,ENSG00000153721,ENST00000607772,transcript,ENSG00000153721,31.73656754,31.69897521
ENTPD7,ENSG00000198018,ENST00000370489,transcript,ENSG00000198018,31.53370397,31.69901382
C16orf45,ENSG00000166780,ENST00000300006,transcript,ENSG00000166780,31.81928652,31.69909702
MAP2K5,ENSG00000137764,ENST00000178640,transcript,ENSG00000137764,31.64190071,31.6991072
OR10K2,ENSG00000180708,ENST00000314902,transcript,ENSG00000180708,31.69626305,31.69913996
FBXW2,ENSG00000119402,ENST00000608872,transcript,ENSG00000119402,31.46677917,31.69927474
CYP2C8,ENSG00000138115,ENST00000371270,transcript,ENSG00000138115,31.82917436,31.69928267
ASB14,ENSG00000239388,ENST00000487349,transcript,ENSG00000239388,31.65675399,31.69935308
KRT39,ENSG00000196859,ENST00000355612,transcript,ENSG00000196859,31.55320158,31.69952936
GNB4,ENSG00000114450,ENST00000232564,transcript,ENSG00000114450,31.20389744,31.69969764
MTHFD2,ENSG00000065911,ENST00000394053,transcript,ENSG00000065911,31.57372178,31.7001529
NEK5,ENSG00000197168,ENST00000355568,transcript,ENSG00000197168,31.59408324,31.7001937
AKR1B10,ENSG00000198074,ENST00000359579,transcript,ENSG00000198074,31.19573703,31.70021126
SESN2,ENSG00000130766,ENST00000253063,transcript,ENSG00000130766,31.77065403,31.7004012
C11orf57,ENSG00000150776,ENST00000393047,transcript,ENSG00000150776,31.85348615,31.70062327
CTTN,ENSG00000085733,ENST00000376561,transcript,ENSG00000085733,31.90660392,31.70070288
KLRB1,ENSG00000111796,ENST00000229402,transcript,ENSG00000111796,31.61706395,31.70071536
SKP1,ENSG00000113558,ENST00000353411,transcript,ENSG00000113558,31.8232525,31.70076415
FKBP14,ENSG00000106080,ENST00000222803,transcript,ENSG00000106080,31.68912429,31.7008116
TRABD2A,ENSG00000186854,ENST00000335459,transcript,ENSG00000186854,31.44246797,31.70120025
AURKB,ENSG00000178999,ENST00000585124,transcript,ENSG00000178999,31.50817414,31.70123451
ZCCHC6,ENSG00000083223,ENST00000375963,transcript,ENSG00000083223,31.76251972,31.70123547
BOC,ENSG00000144857,ENST00000495514,transcript,ENSG00000144857,31.62532835,31.70126841
MTMR6,ENSG00000139505,ENST00000381801,transcript,ENSG00000139505,31.64327471,31.7013318
TXNL4A,ENSG00000141759,ENST00000269601,transcript,ENSG00000141759,31.52574312,31.70145619
SPOP,ENSG00000121067,ENST00000393331,transcript,ENSG00000121067,30.90361494,31.70146459
AKAP11,ENSG00000023516,ENST00000025301,transcript,ENSG00000023516,31.20744727,31.70148313
DCTN5,ENSG00000166847,ENST00000300087,transcript,ENSG00000166847,31.93632803,31.70149436
C1orf43,ENSG00000143612,ENST00000368521,transcript,ENSG00000143612,31.69790453,31.70159564
MRGPRX4,ENSG00000179817,ENST00000314254,transcript,ENSG00000179817,31.76828186,31.70172981
SPECC1,ENSG00000128487,ENST00000261503,transcript,ENSG00000128487,31.64786833,31.70174276
KATNAL2,ENSG00000167216,ENST00000245121,transcript,ENSG00000167216,31.63791942,31.70178655
PDIA3,ENSG00000167004,ENST00000300289,transcript,ENSG00000167004,31.66572261,31.70180338
OR1E1,ENSG00000180016,ENST00000322608,transcript,ENSG00000180016,31.5709495,31.7018121
RDH14,ENSG00000240857,ENST00000381249,transcript,ENSG00000240857,31.88463128,31.70192613
CCDC25,ENSG00000147419,ENST00000356537,transcript,ENSG00000147419,31.6393386,31.70204503
CD14,ENSG00000170458,ENST00000302014,transcript,ENSG00000170458,31.53499079,31.70215232
PCNP,ENSG00000081154,ENST00000265260,transcript,ENSG00000081154,31.91815786,31.70215845
SH3D19,ENSG00000109686,ENST00000304527,transcript,ENSG00000109686,31.91679713,31.70217991
CCNA1,ENSG00000133101,ENST00000255465,transcript,ENSG00000133101,31.83222491,31.70238742
C12orf54,ENSG00000177627,ENST00000314014,transcript,ENSG00000177627,31.78780685,31.70240154
TMIE,ENSG00000181585,ENST00000326431,transcript,ENSG00000181585,32.13865341,31.70248689
PHACTR2,ENSG00000112419,ENST00000440869,transcript,ENSG00000112419,31.71819548,31.70252446
TGFB1I1,ENSG00000140682,ENST00000394863,transcript,ENSG00000140682,31.31319226,31.70252559
STRA6,ENSG00000137868,ENST00000563965,transcript,ENSG00000137868,31.64356292,31.70277345
MS4A4E,ENSG00000214787,ENST00000425663,transcript,ENSG00000214787,31.68453582,31.7028499
PLCE1,ENSG00000138193,ENST00000371380,transcript,ENSG00000138193,31.58892093,31.70287848
ARL6IP5,ENSG00000144746,ENST00000273258,transcript,ENSG00000144746,31.75734352,31.70288759
NXN,ENSG00000167693,ENST00000336868,transcript,ENSG00000167693,31.44908325,31.70291696
PTX3,ENSG00000163661,ENST00000295927,transcript,ENSG00000163661,31.94687947,31.70292836
COX10,ENSG00000006695,ENST00000261643,transcript,ENSG00000006695,31.58497877,31.70293826
LRRFIP2,ENSG00000093167,ENST00000421307,transcript,ENSG00000093167,31.44881987,31.70296766
MDN1,ENSG00000112159,ENST00000369393,transcript,ENSG00000112159,31.71341997,31.70299512
MGME1,ENSG00000125871,ENST00000377710,transcript,ENSG00000125871,32.17311376,31.70302245
SLC25A29,ENSG00000197119,ENST00000359232,transcript,ENSG00000197119,31.76302575,31.70306641
ZNF398,ENSG00000197024,ENST00000475153,transcript,ENSG00000197024,31.71320591,31.70314986
AL109927.1,ENSG00000268552,ENST00000601459,transcript,ENSG00000268552,31.69183041,31.70331548
TDRD7,ENSG00000196116,ENST00000355295,transcript,ENSG00000196116,31.5391849,31.70334148
GPD1L,ENSG00000152642,ENST00000282541,transcript,ENSG00000152642,31.82836489,31.70339775
MRP63,ENSG00000173141,ENST00000309594,transcript,ENSG00000173141,32.18754725,31.70350327
PLCB3,ENSG00000149782,ENST00000540288,transcript,ENSG00000149782,31.74458442,31.70351547
LMNB2,ENSG00000176619,ENST00000325327,transcript,ENSG00000176619,31.75656807,31.70355995
DRD3,ENSG00000151577,ENST00000383673,transcript,ENSG00000151577,31.78004465,31.70360133
KCTD15,ENSG00000153885,ENST00000430256,transcript,ENSG00000153885,32.23037019,31.70365115
LPO,ENSG00000167419,ENST00000262290,transcript,ENSG00000167419,31.58501118,31.70367143
C15orf37,ENSG00000259642,ENST00000560255,transcript,ENSG00000259642,33.32469909,31.70382424
KDR,ENSG00000128052,ENST00000263923,transcript,ENSG00000128052,31.71801014,31.7040765
DNALI1,ENSG00000163879,ENST00000296218,transcript,ENSG00000163879,31.81275416,31.70411728
OR51T1,ENSG00000176900,ENST00000380378,transcript,ENSG00000176900,31.70345672,31.70415729
C14orf1,ENSG00000133935,ENST00000256319,transcript,ENSG00000133935,30.51999357,31.70440826
CWC25,ENSG00000108296,ENST00000225428,transcript,ENSG00000108296,31.62510115,31.70446508
NVL,ENSG00000143748,ENST00000281701,transcript,ENSG00000143748,31.58205828,31.70472948
LRPPRC,ENSG00000138095,ENST00000260665,transcript,ENSG00000138095,31.67354346,31.70483291
TBC1D21,ENSG00000167139,ENST00000300504,transcript,ENSG00000167139,31.66588201,31.70483811
BOLA3,ENSG00000163170,ENST00000327428,transcript,ENSG00000163170,31.8800742,31.70490903
EEF2K,ENSG00000103319,ENST00000263026,transcript,ENSG00000103319,31.50023891,31.70519577
GAD1,ENSG00000128683,ENST00000358196,transcript,ENSG00000128683,31.59549371,31.70539041
USP40,ENSG00000085982,ENST00000450966,transcript,ENSG00000085982,31.69156174,31.70540405
CYTH3,ENSG00000008256,ENST00000350796,transcript,ENSG00000008256,31.64321563,31.70543031
GMNC,ENSG00000205835,ENST00000442080,transcript,ENSG00000205835,32.08543638,31.70544124
GABBR2,ENSG00000136928,ENST00000259455,transcript,ENSG00000136928,31.6588737,31.70547278
SEPTIN14,ENSG00000154997,ENST00000388975,transcript,ENSG00000154997,31.7089542,31.70561328
UBTF,ENSG00000108312,ENST00000302904,transcript,ENSG00000108312,31.45418807,31.70563649
XPO5,ENSG00000124571,ENST00000265351,transcript,ENSG00000124571,31.73986672,31.70603871
KCNH5,ENSG00000140015,ENST00000322893,transcript,ENSG00000140015,31.64696173,31.70628872
EEF1A2,ENSG00000101210,ENST00000217182,transcript,ENSG00000101210,30.56686254,31.7063603
PARN,ENSG00000140694,ENST00000437198,transcript,ENSG00000140694,31.48324666,31.7065288
CDC42EP2,ENSG00000149798,ENST00000544348,transcript,ENSG00000149798,31.22406164,31.70670476
MTMR12,ENSG00000150712,ENST00000382142,transcript,ENSG00000150712,31.69436137,31.70673631
UPK3A,ENSG00000100373,ENST00000216211,transcript,ENSG00000100373,31.87793057,31.70675091
PLA2G12A,ENSG00000123739,ENST00000243501,transcript,ENSG00000123739,31.4998082,31.70690519
COX7A2L,ENSG00000115944,ENST00000378669,transcript,ENSG00000115944,31.65900152,31.70694632
MATK,ENSG00000007264,ENST00000395045,transcript,ENSG00000007264,31.44171506,31.70696224
FA2H,ENSG00000103089,ENST00000219368,transcript,ENSG00000103089,31.65812532,31.70699387
PADI2,ENSG00000117115,ENST00000375486,transcript,ENSG00000117115,31.84166027,31.70700725
BROX,ENSG00000162819,ENST00000340934,transcript,ENSG00000162819,31.51047974,31.70704846
KIAA1045,ENSG00000122733,ENST00000242315,transcript,ENSG00000122733,31.38140801,31.70705414
HNRNPF,ENSG00000169813,ENST00000443950,transcript,ENSG00000169813,31.252823,31.70711084
TBC1D16,ENSG00000167291,ENST00000310924,transcript,ENSG00000167291,31.51872735,31.70719737
LMOD3,ENSG00000163380,ENST00000420581,transcript,ENSG00000163380,30.72442674,31.70725707
MTX3,ENSG00000177034,ENST00000512560,transcript,ENSG00000177034,31.55497114,31.70735827
ORC3,ENSG00000135336,ENST00000257789,transcript,ENSG00000135336,31.76321912,31.70750611
MCM9,ENSG00000111877,ENST00000316316,transcript,ENSG00000111877,31.5273084,31.70753178
ZNF778,ENSG00000170100,ENST00000433976,transcript,ENSG00000170100,32.12173469,31.70765172
OR51D1,ENSG00000197428,ENST00000357605,transcript,ENSG00000197428,31.73215569,31.70769342
ABHD11,ENSG00000106077,ENST00000222800,transcript,ENSG00000106077,31.63464652,31.7077626
CALN1,ENSG00000183166,ENST00000395275,transcript,ENSG00000183166,31.40984984,31.70795797
