,gene_name,exon_coverage,CDS_coverage,Transcript type,transcript_id_y,Gene stable ID
537,SMN2,3.84485069,5.325848698,protein_coding,ENST00000575598,ENSG00000262170
538,SMN2,3.84485069,5.325848698,nonsense_mediated_decay,ENST00000574020,ENSG00000262170
539,TPBGL,2.360558696,5.330577238,protein_coding,ENST00000562197,ENSG00000261594
540,TCEB3CL,4.699525602,5.384934292,protein_coding,ENST00000451265,ENSG00000234298
541,GOLGA8Q,5.088251415,5.408106032,protein_coding,ENST00000562783,ENSG00000178115
542,GOLGA8Q,5.088251415,5.408106032,processed_transcript,ENST00000565941,ENSG00000178115
543,GOLGA8Q,5.088251415,5.408106032,protein_coding,ENST00000333156,ENSG00000178115
544,GOLGA6L10,4.456191425,5.411985155,protein_coding,ENST00000439287,ENSG00000205281
545,GOLGA6L10,4.456191425,5.411985155,retained_intron,ENST00000559712,ENSG00000205281
546,MMP23B,6.214004399,5.49066034,protein_coding,ENST00000356026,ENSG00000189409
547,MMP23B,6.214004399,5.49066034,protein_coding,ENST00000472264,ENSG00000189409
548,MMP23B,6.214004399,5.49066034,nonsense_mediated_decay,ENST00000512731,ENSG00000189409
549,MMP23B,6.214004399,5.49066034,protein_coding,ENST00000378675,ENSG00000189409
550,MMP23B,6.214004399,5.49066034,protein_coding,ENST00000479814,ENSG00000189409
551,MMP23B,6.214004399,5.49066034,protein_coding,ENST00000435358,ENSG00000189409
552,MMP23B,6.214004399,5.49066034,protein_coding,ENST00000503792,ENSG00000189409
553,MMP23B,6.214004399,5.49066034,retained_intron,ENST00000489782,ENSG00000189409
554,MMP23B,6.214004399,5.49066034,retained_intron,ENST00000486400,ENSG00000189409
555,MMP23B,6.214004399,5.49066034,nonsense_mediated_decay,ENST00000490017,ENSG00000189409
556,FOXD4L6,2.708393563,5.540698529,protein_coding,ENST00000377473,ENSG00000204793
557,GOLGA6L1,5.587811336,5.604640965,protein_coding,ENST00000560659,ENSG00000197414
558,GOLGA6L1,5.587811336,5.604640965,protein_coding,ENST00000316397,ENSG00000197414
559,CCL3L3,3.914344249,5.609622676,retained_intron,ENST00000588817,ENSG00000256515
560,CCL3L3,3.914344249,5.609622676,protein_coding,ENST00000378354,ENSG00000256515
561,CCL3L3,3.914344249,5.609622676,processed_transcript,ENST00000589736,ENSG00000256515
562,CCL3L3,3.914344249,5.609622676,protein_coding,ENST00000394484,ENSG00000256515
563,CCL3L3,3.914344249,5.609622676,retained_intron,ENST00000562375,ENSG00000260199
564,CCL3L3,3.914344249,5.609622676,protein_coding,ENST00000565629,ENSG00000260199
565,CCL3L3,3.914344249,5.609622676,nonsense_mediated_decay,ENST00000563033,ENSG00000260199
566,AP000974.1,1.502902597,5.624822896,protein_coding,ENST00000544076,ENSG00000215504
567,DEFB107A,4.455738556,5.656826429,protein_coding,ENST00000335021,ENSG00000186572
568,AC021860.1,0.130493348,5.67252463,protein_coding,ENST00000436901,ENSG00000196355
569,GAGE2B,4.604103076,5.672721869,protein_coding,ENST00000381725,ENSG00000231850
570,RP11-182J1.16,4.182294689,5.718776127,,,
571,HMX1,3.740380586,5.753222082,protein_coding,ENST00000506970,ENSG00000215612
572,HMX1,3.740380586,5.753222082,protein_coding,ENST00000400677,ENSG00000215612
573,NKX1-1,5.77938472,5.781285092,protein_coding,ENST00000422806,ENSG00000235608
574,SULT1A4,6.155465046,5.811889291,protein_coding,ENST00000360423,ENSG00000213648
575,SULT1A4,6.155465046,5.811889291,nonsense_mediated_decay,ENST00000569544,ENSG00000213648
576,SULT1A4,6.155465046,5.811889291,protein_coding,ENST00000565290,ENSG00000213648
577,SULT1A4,6.155465046,5.811889291,nonsense_mediated_decay,ENST00000563944,ENSG00000213648
578,SULT1A4,6.155465046,5.811889291,retained_intron,ENST00000562941,ENSG00000213648
579,SULT1A4,6.155465046,5.811889291,protein_coding,ENST00000344620,ENSG00000213648
580,SULT1A4,6.155465046,5.811889291,protein_coding,ENST00000395400,ENSG00000213648
581,AC026310.1,3.266434377,5.821852992,protein_coding,ENST00000599478,ENSG00000268865
582,AL592284.1,1.112915051,5.864662852,protein_coding,ENST00000538264,ENSG00000231360
583,GTF2H2,5.25471263,5.906896376,protein_coding,ENST00000274400,ENSG00000145736
584,GTF2H2,5.25471263,5.906896376,nonsense_mediated_decay,ENST00000519783,ENSG00000145736
585,GTF2H2,5.25471263,5.906896376,protein_coding,ENST00000330280,ENSG00000145736
586,GTF2H2,5.25471263,5.906896376,nonsense_mediated_decay,ENST00000518898,ENSG00000145736
587,GTF2H2,5.25471263,5.906896376,protein_coding,ENST00000517900,ENSG00000145736
588,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000521942,ENSG00000145736
589,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000522654,ENSG00000145736
590,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000523003,ENSG00000145736
591,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000521858,ENSG00000145736
592,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000523693,ENSG00000145736
593,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000508592,ENSG00000145736
594,GTF2H2,5.25471263,5.906896376,protein_coding,ENST00000521602,ENSG00000145736
595,GTF2H2,5.25471263,5.906896376,processed_transcript,ENST00000518275,ENSG00000145736
596,GTF2H2,5.25471263,5.906896376,protein_coding,ENST00000425596,ENSG00000145736
597,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000575347,ENSG00000262169
598,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000573350,ENSG00000262169
599,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000573501,ENSG00000262169
600,GTF2H2,5.25471263,5.906896376,protein_coding,ENST00000575673,ENSG00000262169
601,GTF2H2,5.25471263,5.906896376,protein_coding,ENST00000576299,ENSG00000262169
602,GTF2H2,5.25471263,5.906896376,protein_coding,ENST00000573143,ENSG00000262169
603,GTF2H2,5.25471263,5.906896376,protein_coding,ENST00000570610,ENSG00000262169
604,GTF2H2,5.25471263,5.906896376,protein_coding,ENST00000574454,ENSG00000262169
605,GTF2H2,5.25471263,5.906896376,nonsense_mediated_decay,ENST00000576799,ENSG00000262169
606,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000574959,ENSG00000262169
607,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000572539,ENSG00000262169
608,GTF2H2,5.25471263,5.906896376,retained_intron,ENST00000573783,ENSG00000262169
609,SULT1A3,6.904019252,5.918224598,retained_intron,ENST00000567309,ENSG00000261052
610,SULT1A3,6.904019252,5.918224598,protein_coding,ENST00000338971,ENSG00000261052
611,SULT1A3,6.904019252,5.918224598,protein_coding,ENST00000395138,ENSG00000261052
612,SULT1A3,6.904019252,5.918224598,retained_intron,ENST00000569409,ENSG00000261052
613,SULT1A3,6.904019252,5.918224598,protein_coding,ENST00000563322,ENSG00000261052
614,SULT1A3,6.904019252,5.918224598,protein_coding,ENST00000569485,ENSG00000261052
615,SULT1A3,6.904019252,5.918224598,retained_intron,ENST00000562257,ENSG00000261052
616,SULT1A3,6.904019252,5.918224598,nonsense_mediated_decay,ENST00000563638,ENSG00000261052
617,SULT1A3,6.904019252,5.918224598,retained_intron,ENST00000561549,ENSG00000261052
618,SULT1A3,6.904019252,5.918224598,retained_intron,ENST00000561533,ENSG00000261052
619,SULT1A3,6.904019252,5.918224598,protein_coding,ENST00000354723,ENSG00000261052
620,SULT1A3,6.904019252,5.918224598,protein_coding,ENST00000355544,ENSG00000261052
621,SULT1A3,6.904019252,5.918224598,protein_coding,ENST00000395137,ENSG00000261052
622,FAM27B,2.758486282,5.972349265,protein_coding,ENST00000377484,ENSG00000170215
623,PTPN20B,6.251571563,5.982994145,nonsense_mediated_decay,ENST00000374237,ENSG00000183675
624,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000331650,ENSG00000183675
625,PTPN20B,6.251571563,5.982994145,processed_transcript,ENST00000509544,ENSG00000183675
626,PTPN20B,6.251571563,5.982994145,processed_transcript,ENST00000504747,ENSG00000183675
627,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000374240,ENSG00000183675
628,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000374233,ENSG00000183675
629,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000507417,ENSG00000183675
630,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000514592,ENSG00000183675
631,PTPN20B,6.251571563,5.982994145,nonsense_mediated_decay,ENST00000513933,ENSG00000183675
632,PTPN20B,6.251571563,5.982994145,processed_transcript,ENST00000505714,ENSG00000183675
633,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000515532,ENSG00000183675
634,PTPN20B,6.251571563,5.982994145,processed_transcript,ENST00000507329,ENSG00000183675
635,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000514491,ENSG00000183675
636,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000509230,ENSG00000183675
637,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000509631,ENSG00000183675
638,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000510840,ENSG00000183675
639,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000512924,ENSG00000183675
640,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000509753,ENSG00000183675
641,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000511387,ENSG00000183675
642,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000502266,ENSG00000183675
643,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000395674,ENSG00000183675
644,PTPN20B,6.251571563,5.982994145,processed_transcript,ENST00000503086,ENSG00000183675
645,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000512321,ENSG00000183675
646,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000417914,ENSG00000183675
647,PTPN20B,6.251571563,5.982994145,nonsense_mediated_decay,ENST00000507697,ENSG00000183675
648,PTPN20B,6.251571563,5.982994145,retained_intron,ENST00000472263,ENSG00000183675
649,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000510141,ENSG00000183675
650,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000395660,ENSG00000183675
651,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000374235,ENSG00000183675
652,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000395661,ENSG00000183675
653,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000395668,ENSG00000183675
654,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000395662,ENSG00000183675
655,PTPN20B,6.251571563,5.982994145,processed_transcript,ENST00000583632,ENSG00000264832
656,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000584849,ENSG00000264832
657,PTPN20B,6.251571563,5.982994145,processed_transcript,ENST00000584922,ENSG00000264832
658,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000585175,ENSG00000264832
659,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000583073,ENSG00000264832
660,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000584081,ENSG00000264832
661,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000581350,ENSG00000264832
662,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000578769,ENSG00000264832
663,PTPN20B,6.251571563,5.982994145,nonsense_mediated_decay,ENST00000582347,ENSG00000264832
664,PTPN20B,6.251571563,5.982994145,processed_transcript,ENST00000582068,ENSG00000264832
665,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000579331,ENSG00000264832
666,PTPN20B,6.251571563,5.982994145,processed_transcript,ENST00000579217,ENSG00000264832
667,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000582312,ENSG00000264832
668,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000578057,ENSG00000264832
669,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000583723,ENSG00000264832
670,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000578533,ENSG00000264832
671,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000583680,ENSG00000264832
672,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000577492,ENSG00000264832
673,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000582045,ENSG00000264832
674,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000581507,ENSG00000264832
675,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000584823,ENSG00000264832
676,PTPN20B,6.251571563,5.982994145,nonsense_mediated_decay,ENST00000581588,ENSG00000264832
677,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000584691,ENSG00000264832
678,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000583736,ENSG00000264832
679,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000578079,ENSG00000264832
680,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000580860,ENSG00000264832
681,PTPN20B,6.251571563,5.982994145,processed_transcript,ENST00000577619,ENSG00000264832
682,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000581259,ENSG00000264832
683,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000583297,ENSG00000264832
684,PTPN20B,6.251571563,5.982994145,protein_coding,ENST00000580111,ENSG00000264832
685,PTPN20B,6.251571563,5.982994145,retained_intron,ENST00000583506,ENSG00000264832
686,PTPN20B,6.251571563,5.982994145,nonsense_mediated_decay,ENST00000577893,ENSG00000264832
687,ASCL2,1.508906975,6.194844162,protein_coding,ENST00000331289,ENSG00000183734
688,EXOSC6,3.494429718,6.195565098,protein_coding,ENST00000435634,ENSG00000223496
689,NAIP,5.642927147,6.265198716,retained_intron,ENST00000315147,ENSG00000249437
690,NAIP,5.642927147,6.265198716,protein_coding,ENST00000517649,ENSG00000249437
691,NAIP,5.642927147,6.265198716,protein_coding,ENST00000523981,ENSG00000249437
692,NAIP,5.642927147,6.265198716,protein_coding,ENST00000508426,ENSG00000249437
693,NAIP,5.642927147,6.265198716,protein_coding,ENST00000514857,ENSG00000249437
694,NAIP,5.642927147,6.265198716,retained_intron,ENST00000508794,ENSG00000249437
695,NAIP,5.642927147,6.265198716,nonsense_mediated_decay,ENST00000447012,ENSG00000249437
696,NAIP,5.642927147,6.265198716,nonsense_mediated_decay,ENST00000519014,ENSG00000249437
697,NAIP,5.642927147,6.265198716,protein_coding,ENST00000503719,ENSG00000249437
698,NAIP,5.642927147,6.265198716,protein_coding,ENST00000194097,ENSG00000249437
699,NAIP,5.642927147,6.265198716,protein_coding,ENST00000576435,ENSG00000263062
700,NAIP,5.642927147,6.265198716,retained_intron,ENST00000573660,ENSG00000263062
701,NAIP,5.642927147,6.265198716,retained_intron,ENST00000575684,ENSG00000263062
702,NAIP,5.642927147,6.265198716,protein_coding,ENST00000576583,ENSG00000263062
703,NAIP,5.642927147,6.265198716,protein_coding,ENST00000576661,ENSG00000263062
704,NAIP,5.642927147,6.265198716,processed_transcript,ENST00000571544,ENSG00000263062
705,NAIP,5.642927147,6.265198716,retained_intron,ENST00000570813,ENSG00000263062
706,NAIP,5.642927147,6.265198716,protein_coding,ENST00000571516,ENSG00000263062
707,CTAGE15,5.709039625,6.298713241,processed_pseudogene,ENST00000447022,ENSG00000176227
708,CTAGE15,5.709039625,6.298713241,protein_coding,ENST00000420911,ENSG00000271079
709,ADAMTSL4-AS1,5.512509592,6.299804393,protein_coding,ENST00000369035,ENSG00000203804
710,SMN1,4.348464772,6.3267883,protein_coding,ENST00000503079,ENSG00000172062
711,SMN1,4.348464772,6.3267883,protein_coding,ENST00000380707,ENSG00000172062
712,SMN1,4.348464772,6.3267883,protein_coding,ENST00000514951,ENSG00000172062
713,SMN1,4.348464772,6.3267883,nonsense_mediated_decay,ENST00000506239,ENSG00000172062
714,SMN1,4.348464772,6.3267883,protein_coding,ENST00000506163,ENSG00000172062
715,SMN1,4.348464772,6.3267883,retained_intron,ENST00000518504,ENSG00000172062
716,SMN1,4.348464772,6.3267883,nonsense_mediated_decay,ENST00000507905,ENSG00000172062
717,SMN1,4.348464772,6.3267883,retained_intron,ENST00000513228,ENSG00000172062
718,SMN1,4.348464772,6.3267883,processed_transcript,ENST00000510679,ENSG00000172062
719,SMN1,4.348464772,6.3267883,protein_coding,ENST00000351205,ENSG00000172062
720,GOLGA8O,6.79184831,6.355193322,protein_coding,ENST00000509311,ENSG00000206127
721,GOLGA8O,6.79184831,6.355193322,protein_coding,ENST00000562377,ENSG00000206127
722,GOLGA8O,6.79184831,6.355193322,protein_coding,ENST00000414865,ENSG00000206127
723,GOLGA8B,2.300585877,6.421717752,protein_coding,ENST00000342314,ENSG00000215252
724,GOLGA8B,2.300585877,6.421717752,retained_intron,ENST00000569100,ENSG00000215252
725,GOLGA8B,2.300585877,6.421717752,retained_intron,ENST00000484716,ENSG00000215252
726,GOLGA8B,2.300585877,6.421717752,retained_intron,ENST00000568555,ENSG00000215252
727,GOLGA8B,2.300585877,6.421717752,processed_transcript,ENST00000562282,ENSG00000215252
728,GOLGA8B,2.300585877,6.421717752,processed_transcript,ENST00000564575,ENSG00000215252
729,GOLGA8B,2.300585877,6.421717752,processed_transcript,ENST00000566091,ENSG00000215252
730,GOLGA8B,2.300585877,6.421717752,processed_transcript,ENST00000567956,ENSG00000215252
731,GOLGA8B,2.300585877,6.421717752,processed_transcript,ENST00000566258,ENSG00000215252
732,GOLGA8B,2.300585877,6.421717752,processed_transcript,ENST00000569811,ENSG00000215252
733,GOLGA8B,2.300585877,6.421717752,protein_coding,ENST00000267731,ENSG00000215252
734,GOLGA8B,2.300585877,6.421717752,protein_coding,ENST00000438958,ENSG00000215252
735,NPIPB4,5.659905342,6.459563757,processed_transcript,ENST00000165086,ENSG00000185864
736,NPIPB4,5.659905342,6.459563757,retained_intron,ENST00000545367,ENSG00000185864
737,NPIPB4,5.659905342,6.459563757,nonsense_mediated_decay,ENST00000542133,ENSG00000185864
738,NPIPB4,5.659905342,6.459563757,retained_intron,ENST00000543660,ENSG00000185864
739,NPIPB4,5.659905342,6.459563757,processed_transcript,ENST00000541329,ENSG00000185864
740,NPIPB4,5.659905342,6.459563757,processed_transcript,ENST00000539318,ENSG00000185864
741,NPIPB4,5.659905342,6.459563757,protein_coding,ENST00000341400,ENSG00000185864
742,NPIPB4,5.659905342,6.459563757,protein_coding,ENST00000518761,ENSG00000185864
743,NPIPB4,5.659905342,6.459563757,protein_coding,ENST00000543654,ENSG00000185864
744,NPIPB4,5.659905342,6.459563757,nonsense_mediated_decay,ENST00000520808,ENSG00000185864
745,NPIPB4,5.659905342,6.459563757,processed_transcript,ENST00000542338,ENSG00000185864
746,NPIPB4,5.659905342,6.459563757,processed_transcript,ENST00000539191,ENSG00000185864
747,NPIPB4,5.659905342,6.459563757,nonsense_mediated_decay,ENST00000536041,ENSG00000185864
748,NPIPB4,5.659905342,6.459563757,nonsense_mediated_decay,ENST00000529969,ENSG00000185864
749,NPIPB4,5.659905342,6.459563757,processed_transcript,ENST00000540103,ENSG00000185864
750,NPIPB4,5.659905342,6.459563757,processed_transcript,ENST00000543449,ENSG00000185864
751,NPIPB4,5.659905342,6.459563757,protein_coding,ENST00000541674,ENSG00000185864
752,NPIPB4,5.659905342,6.459563757,protein_coding,ENST00000544693,ENSG00000185864
753,NPIPB4,5.659905342,6.459563757,processed_transcript,ENST00000538859,ENSG00000185864
754,NPIPB4,5.659905342,6.459563757,protein_coding,ENST00000415645,ENSG00000185864
755,NPIPB4,5.659905342,6.459563757,protein_coding,ENST00000357370,ENSG00000185864
756,NPIPB4,5.659905342,6.459563757,protein_coding,ENST00000451409,ENSG00000185864
757,NPIPB4,5.659905342,6.459563757,protein_coding,ENST00000537951,ENSG00000185864
758,CDC42EP5,1.192007996,6.594685968,protein_coding,ENST00000301200,ENSG00000167617
759,CDC42EP5,1.192007996,6.594685968,processed_transcript,ENST00000472703,ENSG00000167617
760,CDC42EP5,1.192007996,6.594685968,protein_coding,ENST00000604813,ENSG00000270365
761,CDC42EP5,1.192007996,6.594685968,processed_transcript,ENST00000605177,ENSG00000270365
762,CDC42EP5,1.192007996,6.594685968,protein_coding,ENST00000577111,ENSG00000263030
763,CDC42EP5,1.192007996,6.594685968,processed_transcript,ENST00000572545,ENSG00000263030
764,CDC42EP5,1.192007996,6.594685968,protein_coding,ENST00000573230,ENSG00000261931
765,CDC42EP5,1.192007996,6.594685968,processed_transcript,ENST00000570349,ENSG00000261931
766,TBC1D3F,6.496877264,6.636582336,protein_coding,ENST00000327454,ENSG00000185128
767,TBC1D3F,6.496877264,6.636582336,nonsense_mediated_decay,ENST00000442786,ENSG00000185128
768,TBC1D3F,6.496877264,6.636582336,retained_intron,ENST00000513862,ENSG00000185128
769,TBC1D3F,6.496877264,6.636582336,protein_coding,ENST00000505415,ENSG00000185128
770,TBC1D3F,6.496877264,6.636582336,protein_coding,ENST00000378174,ENSG00000185128
771,TBC1D3F,6.496877264,6.636582336,protein_coding,ENST00000539424,ENSG00000185128
772,NBPF6,4.48166201,6.742124523,protein_coding,ENST00000495380,ENSG00000186086
773,NBPF6,4.48166201,6.742124523,protein_coding,ENST00000531446,ENSG00000186086
774,NBPF6,4.48166201,6.742124523,protein_coding,ENST00000444143,ENSG00000186086
775,NBPF6,4.48166201,6.742124523,protein_coding,ENST00000370040,ENSG00000186086
776,NBPF6,4.48166201,6.742124523,protein_coding,ENST00000294652,ENSG00000186086
777,PCSK1N,5.484588112,6.776981786,protein_coding,ENST00000218230,ENSG00000102109
778,PCSK1N,5.484588112,6.776981786,processed_transcript,ENST00000478242,ENSG00000102109
779,PCSK1N,5.484588112,6.776981786,protein_coding,ENST00000601463,ENSG00000268646
780,ZNF605,0.845862943,6.783093798,protein_coding,ENST00000360187,ENSG00000196458
781,ZNF605,0.845862943,6.783093798,protein_coding,ENST00000392321,ENSG00000196458
782,ZNF605,0.845862943,6.783093798,processed_transcript,ENST00000331711,ENSG00000196458
783,ZNF605,0.845862943,6.783093798,retained_intron,ENST00000412621,ENSG00000196458
784,ZNF605,0.845862943,6.783093798,retained_intron,ENST00000381215,ENSG00000196458
785,ZNF605,0.845862943,6.783093798,retained_intron,ENST00000539809,ENSG00000196458
786,PRAMEF16,5.799414887,6.808451237,protein_coding,ENST00000376121,ENSG00000204488
787,BOP1,6.58541082,6.889540554,protein_coding,ENST00000569669,ENSG00000261236
788,BOP1,6.58541082,6.889540554,retained_intron,ENST00000568812,ENSG00000261236
789,BOP1,6.58541082,6.889540554,protein_coding,ENST00000569403,ENSG00000261236
790,BOP1,6.58541082,6.889540554,retained_intron,ENST00000569160,ENSG00000261236
791,BOP1,6.58541082,6.889540554,processed_transcript,ENST00000563210,ENSG00000261236
792,BOP1,6.58541082,6.889540554,processed_transcript,ENST00000569712,ENSG00000261236
793,BOP1,6.58541082,6.889540554,protein_coding,ENST00000307404,ENSG00000170727
794,BOP1,6.58541082,6.889540554,retained_intron,ENST00000526471,ENSG00000170727
795,BOP1,6.58541082,6.889540554,processed_transcript,ENST00000529245,ENSG00000170727
796,BOP1,6.58541082,6.889540554,protein_coding,ENST00000526552,ENSG00000170727
797,BOP1,6.58541082,6.889540554,protein_coding,ENST00000530355,ENSG00000170727
798,BOP1,6.58541082,6.889540554,processed_transcript,ENST00000525016,ENSG00000170727
799,BOP1,6.58541082,6.889540554,protein_coding,ENST00000529231,ENSG00000170727
800,BOP1,6.58541082,6.889540554,processed_transcript,ENST00000524861,ENSG00000170727
801,BOP1,6.58541082,6.889540554,processed_transcript,ENST00000533125,ENSG00000170727
802,AC015989.2,6.956333625,7.014951732,protein_coding,ENST00000593319,ENSG00000269630
803,NPIPB8,2.836517554,7.033863829,protein_coding,ENST00000529716,ENSG00000255524
804,NPIPB8,2.836517554,7.033863829,protein_coding,ENST00000526428,ENSG00000255524
805,TMEM158,3.894009855,7.056102683,protein_coding,ENST00000503771,ENSG00000249992
806,SLX1B,7.440484163,7.068969212,protein_coding,ENST00000330181,ENSG00000181625
807,SLX1B,7.440484163,7.068969212,retained_intron,ENST00000565219,ENSG00000181625
808,SLX1B,7.440484163,7.068969212,protein_coding,ENST00000351581,ENSG00000181625
809,SLX1B,7.440484163,7.068969212,protein_coding,ENST00000567248,ENSG00000181625
810,SLX1B,7.440484163,7.068969212,retained_intron,ENST00000566424,ENSG00000181625
811,RP11-826N14.2,0.526435368,7.140471053,protein_coding,ENST00000512675,ENSG00000248469
812,RP11-404L6.2,3.731905003,7.200893262,protein_coding,ENST00000520762,ENSG00000253787
813,NBPF12,5.466233715,7.268195411,protein_coding,ENST00000442909,ENSG00000186275
814,NBPF12,5.466233715,7.268195411,protein_coding,ENST00000446760,ENSG00000186275
815,NBPF12,5.466233715,7.268195411,protein_coding,ENST00000309471,ENSG00000186275
816,NBPF12,5.466233715,7.268195411,protein_coding,ENST00000439206,ENSG00000186275
817,NBPF12,5.466233715,7.268195411,protein_coding,ENST00000446080,ENSG00000186275
818,NBPF12,5.466233715,7.268195411,protein_coding,ENST00000447862,ENSG00000186275
819,NBPF12,5.466233715,7.268195411,protein_coding,ENST00000438910,ENSG00000186275
820,NBPF12,5.466233715,7.268195411,protein_coding,ENST00000414957,ENSG00000186275
821,NBPF12,5.466233715,7.268195411,protein_coding,ENST00000438411,ENSG00000186275
822,NBPF12,5.466233715,7.268195411,protein_coding,ENST00000537773,ENSG00000186275
823,GOLGA6L6,6.624844533,7.453532936,protein_coding,ENST00000427390,ENSG00000215405
824,NPIPA1,5.435548,7.51294555,processed_transcript,ENST00000472413,ENSG00000183426
825,NPIPA1,5.435548,7.51294555,processed_transcript,ENST00000541836,ENSG00000183426
826,NPIPA1,5.435548,7.51294555,processed_transcript,ENST00000545831,ENSG00000183426
827,NPIPA1,5.435548,7.51294555,protein_coding,ENST00000328085,ENSG00000183426
828,NPIPA1,5.435548,7.51294555,protein_coding,ENST00000424549,ENSG00000183426
829,NPIPA1,5.435548,7.51294555,retained_intron,ENST00000545479,ENSG00000183426
830,NPIPA1,5.435548,7.51294555,retained_intron,ENST00000534720,ENSG00000183426
831,NPIPA1,5.435548,7.51294555,protein_coding,ENST00000537062,ENSG00000183426
832,PRAMEF13,2.638567661,7.547782252,protein_coding,ENST00000376132,ENSG00000204495
833,REXO1L1,2.314115146,7.606478919,,,
834,DEFB104B,7.18945201,7.632805216,protein_coding,ENST00000316169,ENSG00000177023
835,KB-1507C5.2,3.188595389,7.668233333,protein_coding,ENST00000522939,ENSG00000253320
836,KB-1507C5.2,3.188595389,7.668233333,protein_coding,ENST00000524007,ENSG00000253320
837,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000520750,ENSG00000253320
838,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000522850,ENSG00000253320
839,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000518978,ENSG00000253320
840,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000520538,ENSG00000253320
841,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000519257,ENSG00000253320
842,KB-1507C5.2,3.188595389,7.668233333,retained_intron,ENST00000519979,ENSG00000253320
843,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000517999,ENSG00000253320
844,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000520455,ENSG00000253320
845,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000519181,ENSG00000253320
846,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000517389,ENSG00000253320
847,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000517996,ENSG00000253320
848,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000517512,ENSG00000253320
849,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000518518,ENSG00000253320
850,KB-1507C5.2,3.188595389,7.668233333,processed_transcript,ENST00000519648,ENSG00000253320
